Ralph M. Leo,4,"production accountant (uncredited), location auditor (as Ralph Leo), production auditor (as Ralph Leo)","The Drowning Pool, An Unmarried Woman, Willie & Phil, Next Stop, Greenwich Village"
Karl Silvera,4,makeup artist,"Cisco Pike, Happy Birthday, Wanda June, Summertree, Butterflies Are Free"
Terry Terrill,4,script supervisor,"Getting Straight, Freebie and the Bean, The Stunt Man, Harry and Walter Go to New York"
Walter Thompson,4,NULL,"Shamus, Model Shop, Marooned, Fat City"
Carroll Timothy O'Meara,4,"assistant film editor (as Tim O'Meara), assistant editor (as C. Timothy O'Meara), assistant editor (as Tim O'Meara)","The Drowning Pool, Blazing Saddles, All the President's Men, Viva Knievel!"
Betsy Norton,4,script supervisor,"Report to the Commissioner, From Noon Till Three, The Shootist, History of the World: Part I"
Artie Kane,4,"musician: piano/organ/keyboards (uncredited), NULL, musician: keyboards (uncredited)","The Thief Who Came to Dinner, The Yakuza, All the President's Men, Wrong Is Right"
Carl Manoogian,4,"key grip (uncredited), key grip","Getting Straight, The Comic, Mame, Hard Times"
John R. Shannon,4,"still photographer (as John Shannon), still photographer, still photographer (uncredited)","Cisco Pike, Firefox, The Frisco Kid, Scarecrow"
Sam F. Shaw,4,"sound effects editor (as Sam Shaw), sound effects (uncredited), sound effects (as Sam Shaw)","Freebie and the Bean, An Unmarried Woman, The In-Laws, Thank God It's Friday"
Albert Brenner,4,"(as Al Brenner), NULL","Capricorn One, I Walk the Line, Scarecrow, Brother John"
Carl Combs,4,"unit publicist (uncredited), publicist (uncredited), unit publicist","The Drowning Pool, The Thief Who Came to Dinner, Boulevard Nights, Blume in Love"
Bobby Byrne,4,"camera operator, camera operator (uncredited), camera operator (as Robert Byrne)","Nickelodeon, A Reflection of Fear, The Yakuza, Harry and Walter Go to New York"
L.B. Abbott,4,special photographic effects,"The Swarm, Bernardine, Wrong Is Right, Viva Knievel!"
Michael Colgan,4,"supervising sound editor, sound editor","Nickelodeon, Altered States, Hard Times, Time After Time"
Whitey Hughes,4,"stuntman, stunts, stunt coordinator (uncredited)","Flash and the Firecat, The Gumball Rally, The Stunt Man, Exorcist II: The Heretic"
Gene Stout,4,"gaffer, gaffer (as Eugene Stout), gaffer (uncredited)","The Swarm, Happy Birthday, Wanda June, Wrong Is Right, Stand Up and Be Counted"
Garrett Brown,4,"Steadicam operator (uncredited), Steadicam operator","Altered States, Tootsie, Willie & Phil, Exorcist II: The Heretic"
J. David Jones,2,"pilot: camera helicopter (as David Jones), pilot: picture helicopter (uncredited), aerial stunts (uncredited), aerial coordinator (as David Jones)","Funny Girl, Capricorn One"
Jane Feinberg,4,NULL,"Capricorn One, Thank God It's Friday, History of the World: Part I, Hard Times"
Edward Aiona,4,"property master (as Edward A. Aiona), assistant propman (as Eddie Aiona), property master, property master (as Eddie Aiona)","The Electric Horseman, Firefox, Absence of Malice, Brother John"
Alan Shayne,4,"associate producer, NULL, (uncredited)","The Drowning Pool, All the President's Men, Exorcist II: The Heretic, The Pursuit of Happiness"
Jerry Jacobson,4,"adr editor, adr editor (uncredited)","The Swarm, Altered States, The In-Laws, Time After Time"
Else Blangsted,4,music editor,"Getting Straight, The Electric Horseman, Tootsie, Absence of Malice"
Walter Hill,3,"(screenplay) and, (screenplay), NULL","The Drowning Pool, The Thief Who Came to Dinner, Hard Times"
Raul A. Bruce,4,boom operator (uncredited),"Blazing Saddles, 40 Carats, History of the World: Part I, Wrong Is Right"
Steve Perry,3,"unit production manager, first assistant director (as Steven H. Perry), first assistant director","Modern Romance, Firefox, Wrong Is Right"
George Leslie,4,"location auditor (uncredited), production auditor (uncredited), cost controller","The Swarm, Altered States, The Gumball Rally, Freebie and the Bean"
Michael Britton,3,"associate producer, second assistant director, location coordinator","The Electric Horseman, Three Days of the Condor, All the President's Men"
Dick Warlock,4,"stunts, stunt double: Kurt Russell (uncredited), stunts (uncredited)","Fools' Parade, The Stunt Man, Blazing Saddles, The Best of Times"
Chuck Hayward,4,"stunts (uncredited), stunt coordinator","The Swarm, The Frisco Kid, Mame, Blazing Saddles"
Tom Shaw,4,assistant director,"In Cold Blood, Bite the Bullet, Scarecrow, $"
Kay Rose,4,"supervising sound editor, sound editor","Nickelodeon, Bite the Bullet, Harry and Walter Go to New York, Wrong Is Right"
Joan Joseff,4,costume jeweller (uncredited),"The Thief Who Came to Dinner, The Love Machine, Mame, Time After Time"
Gary Fettis,3,"carpenter (uncredited), set dresser (uncredited), assistant props","From Noon Till Three, The Stunt Man, All the President's Men"
Leon Capetanos,1,"associate producer, (screenplay), (story)",The Gumball Rally
Albert Wolsky,3,"(costumes by), NULL","An Unmarried Woman, Willie & Phil, Next Stop, Greenwich Village"
Peter Sorel,3,"still photographer, still photographer (uncredited), stills","Freebie and the Bean, The China Syndrome, Time After Time"
John Englert,3,"key grip (uncredited), key grip","Report to the Commissioner, 40 Carats, Butterflies Are Free"
Christina Smith,3,"makeup supervisor, makeup artist","Modern Romance, Firefox, Wrong Is Right"
Donn Cambern,3,"(edited by), NULL","Blume in Love, Willie & Phil, Time After Time"
Robert Kaufman,3,"(screenplay), (novel)","Getting Straight, Freebie and the Bean, Harry and Walter Go to New York"
Don Nygren,3,gaffer,"The Gumball Rally, Firefox, The Best of Times"
Jerry Goldsmith,3,NULL,"The Swarm, Shamus, Capricorn One"
Don Schoenfeld,3,"makeup artist (as Donald Schoenfeld), makeup artist (uncredited), makeup artist","Doctors' Wives, Freebie and the Bean, The China Syndrome"
Dino De Laurentiis,2,"presenter, executive producer (uncredited)","Three Days of the Condor, The Shootist"
Richard Hazard,3,"orchestrator (uncredited), NULL","Nickelodeon, The Mad Room, The Wrecking Crew"
Jerry Whittington,2,"sound effects editor (uncredited), electrician (uncredited)","The Shootist, A Walk in the Spring Rain"
Walter Goss,3,"sound mixer, sound re-recording mixer","Tilt, The Frisco Kid, Exorcist II: The Heretic"
Clint Althouse,3,"boom man, boom man (as Clint Althaus)","The Drowning Pool, The In-Laws, All the President's Men"
Peter Frankovich,3,"production assistant (uncredited), story consultant (uncredited), production associate (uncredited)","Doctors' Wives, The Love Machine, 40 Carats"
Doug J. Campbell,3,"best boy grip (uncredited), best boy grip (uncredited) / key grip: second unit, New York (uncredited), grip (uncredited)","Funny Girl, Getting Straight, Pendulum"
Lee Stitch,3,"production secretary (uncredited), production secretary","Altered States, Freebie and the Bean, The In-Laws"
Milton Katselas,3,NULL,"Report to the Commissioner, 40 Carats, Butterflies Are Free"
Mike Johnson,3,"stunt, stunts (uncredited), stunts (as John Michael Johnson)","The Swarm, The In-Laws, The Stunt Man"
Nancy Sammons,3,"sound editor (as Nancy Sammons Barker), assistant editor, assistant sound editor","Bite the Bullet, $, Wrong Is Right"
Nathan Haggard,3,"second assistant director, trainee (uncredited), second assistant director (as Nate Haggard)","The Thief Who Came to Dinner, Hard Times, Blume in Love"
Jacques Demy,1,"NULL, producer, (writer)",Model Shop
Sam Gordon,3,"property master, props","From Noon Till Three, Blazing Saddles, St. Ives"
David Domeyer,3,"special effects, special effects (uncredited)","Altered States, The Shootist, The Stunt Man"
Nelson Tyler,3,"aerial photography (uncredited), helicopter photographer (uncredited), aerial photographer","Funny Girl, Marooned, The Stunt Man"
Phil Rhodes,3,"makeup artist (as Philip Rhodes), makeup artist","From Noon Till Three, St. Ives, Hard Times"
Robert Garland,2,"(screenplay), (uncredited), (screen story)","The Electric Horseman, Tootsie"
Arthur H. Pullen,3,"sound effects editor (as Art Pullen), sound effects editor","The Drowning Pool, The Gumball Rally, Viva Knievel!"
Richard Nash,3,musician: trombone (uncredited),"The Thief Who Came to Dinner, All the President's Men, Time After Time"
Henry Millar Jr.,3,"key special effects, special effects, special effects foreman","Capricorn One, The China Syndrome, The Frisco Kid"
Erik L. Nelson,3,"property master (as Erik Nelson), property master","Modern Romance, Spacehunter: Adventures in the Forbidden Zone, Boulevard Nights"
Frank D. Gilroy,1,"(screenplay), (novel), NULL",From Noon Till Three
Daniel J. Heffner,3,"production assistant (uncredited), production assistant, second second assistant director (uncredited)","Nickelodeon, Harry and Walter Go to New York, Wrong Is Right"
William C. Gerrity,3,"unit production manager, assistant director, unit production manager: New York (as William Gerrity)","The Gumball Rally, The Owl and the Pussycat, Exorcist II: The Heretic"
Tim Griffith,2,"gaffer, gaffer (uncredited), chief lighting technician (uncredited)","The Stunt Man, Summertree"
Conrad E. Palmisano,3,"stunt double: Edward Albert (uncredited), stunts: chase sequence (as Conrad Palmisano)","The Electric Horseman, 40 Carats, Butterflies Are Free"
Harold Michelson,2,"artistic advisor, NULL","Mame, History of the World: Part I"
Chris Schwiebert,3,"camera operator, camera operator (uncredited)","Doctors' Wives, The Love Machine, Exorcist II: The Heretic"
Burt Bacharach,1,"orchestrator (uncredited), conductor: original score, NULL",Lost Horizon
Jim Gillespie,1,"stand-in (uncredited), special effects, makeup artist",Mortuary
David Rayfiel,3,"(screenplay), (uncredited)","The Electric Horseman, Three Days of the Condor, Absence of Malice"
Hal Landaker,3,"video supervisor, video consultant","The Swarm, The China Syndrome, Marooned"
Leonard Gershe,2,"(screenplay), (play)","40 Carats, Butterflies Are Free"
Paul Stewart,3,"special effects, special effects (uncredited)","Doctors' Wives, The Love Machine, Fat City"
Hubie Kerns Jr.,3,"stunt driver (uncredited), stunts (uncredited)","The Swarm, The China Syndrome, The In-Laws"
Al Ducharme,3,"dolly grip (uncredited), grip (uncredited)","Happy Birthday, Wanda June, Doctors' Wives, The Love Machine"
Michael E. Matteson,3,"grip (uncredited), key grip","The Stunt Man, Firefox, The Best of Times"
Virginia Darcy,3,hair stylist,"Funny Girl, Happy Birthday, Wanda June, 40 Carats"
Orlando Suero,3,"still photographer, still photographer (uncredited)","The Love Machine, Exorcist II: The Heretic, Boulevard Nights"
Howard Avedis,1,"NULL, (written by) &, producer",Mortuary
Kevin Pike,3,"special effects, special effects assistant (uncredited), special effects: custom props (uncredited)","The Frisco Kid, The In-Laws, Time After Time"
Joseph Musso,3,"production illustrator, production illustrator (uncredited)","The Swarm, Wrong Is Right, Viva Knievel!"
Ted Sebern,3,"music editor, music film editor (uncredited)","Funny Girl, Doctors' Wives, 1776"
Bob Dylan,1,"NULL, (writer)",Renaldo and Clara
Rospo Pallenberg,1,"creative associate, second unit director, (uncredited)",Exorcist II: The Heretic
Michael Daves,3,"second assistant director (uncredited), assistant director","Marooned, Hard Times, Time After Time"
Kim Kurumada,3,"second assistant director, first assistant director","The China Syndrome, Three Days of the Condor, All the President's Men"
Mel Dellar,2,"production manager, assistant director, associate producer (as Melvin Dellar)","Nickelodeon, The Frisco Kid"
Richard Quinlan,3,"gaffer (as Dick Quinlan), gaffer","Shamus, The Owl and the Pussycat, Tootsie"
Jimmy Nickerson,3,"stunts, stunts (uncredited)","Freebie and the Bean, Bite the Bullet, Harry and Walter Go to New York"
Philip Rosenberg,3,"NULL, (as Phil Rosenberg)","Shamus, The Owl and the Pussycat, Next Stop, Greenwich Village"
Phil Cory,3,"special effects (as Philip Cory), special effects","Sgt. Pepper's Lonely Hearts Club Band, History of the World: Part I, Boulevard Nights"
Isobel Lennart,1,"(from the original story by: based on the play with) (as Miss Lennart), (screenplay), (book by: based on the play with)",Funny Girl
Milt Rice,3,"special effects, head special effects","The Gumball Rally, The In-Laws, The Stunt Man"
Carl Reiner,1,"NULL, producer, (writer)",The Comic
Walter Scott,3,"stunts (uncredited), stunt coordinator","Bite the Bullet, Spacehunter: Adventures in the Forbidden Zone, Mame"
Stuart A. Reiss,3,"NULL, (as Stuart Reiss)","The Swarm, Bernardine, Viva Knievel!"
Fred Myrow,2,"NULL, conductor","A Reflection of Fear, Scarecrow"
Gary Holt,3,gaffer,"Altered States, Absence of Malice, Sgt. Pepper's Lonely Hearts Club Band"
James W. Gavin,3,"special flight consultant (as Jim Gavin), second unit director (as Jim Gavin), helicopter pilot (uncredited)","Firefox, Thank God It's Friday, Wrong Is Right"
Walter M. Simonds,3,NULL,"The Gumball Rally, The Comic, Pendulum"
Josef von Stroheim,3,"sound editor (as Josef E. Von Stroheim), sound editor (as Joe Von Stroheim), sound editor (as Josef Von Stroheim)","Bobby Deerfield, Three Days of the Condor, St. Ives"
Sylvia Fay,3,"extras casting, atmosphere casting","An Unmarried Woman, Tootsie, Next Stop, Greenwich Village"
Robert Towne,3,"(screenplay), (uncredited)","Cisco Pike, The Yakuza, The New Centurions"
Anthony Goldschmidt,3,"title montage, title designer","Scarecrow, Blazing Saddles, Up the Academy"
Ron Veto,3,"crab dolly operator (uncredited), stunts (uncredited), grip (uncredited)","Capricorn One, The New Centurions, Boulevard Nights"
Joe Amsler,2,"stunts, stunts (uncredited), stand-in: Ryan O'Neal (uncredited)","Nickelodeon, The Thief Who Came to Dinner"
Lea Andrews,3,production secretary,"St. Ives, Up the Academy, Time After Time"
Sheridan Dar Reid,3,"location manager (uncredited), location manager (as Sheridan Reid)","The Swarm, Freebie and the Bean, Viva Knievel!"
John R. Coonan,3,"unit production manager (as John Coonan), production manager (as John Coonan)","The Yakuza, Exorcist II: The Heretic, Blume in Love"
Don Record,3,"title design, director: special sequence / titles, title designer","Sgt. Pepper's Lonely Hearts Club Band, The In-Laws, Summertree"
Ruby R. Levitt,3,"NULL, (as Ruby Levitt)","Freebie and the Bean, Happy Birthday, Wanda June, Harry and Walter Go to New York"
Howard Bingham,3,"stillman, still photographer (as Howard L. Bingham), stills","The Electric Horseman, Thank God It's Friday, All the President's Men"
John Boorman,1,"NULL, producer, (uncredited)",Exorcist II: The Heretic
Earl Moore,3,"assistant film editor (uncredited), assistant film editor, assistant editor (uncredited)","Lost Horizon, The Love Machine, Summertree"
